"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV5362" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Stephanosporaceae" NA NA
"SV5363" "k__Fungi" NA NA NA NA NA NA
"SV5364" "k__Fungi" NA NA NA NA NA NA
"SV5365" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV5366" "k__Fungi" NA NA NA NA NA NA
"SV5367" "k__Fungi" NA NA NA NA NA NA
"SV5368" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS04" NA NA NA
"SV5369" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" NA
"SV5370" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" NA NA NA NA
"SV5371" "k__Fungi" NA NA NA NA NA NA
"SV5372" "k__Fungi" NA NA NA NA NA NA
"SV5373" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Myriangiales" "f__Elsinoaceae" NA NA
"SV5374" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5375" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Diatrypaceae" "g__Diatrypella" NA
"SV5376" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"SV5377" "k__Fungi" NA NA NA NA NA NA
"SV5378" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5379" "k__Fungi" NA NA NA NA NA NA
"SV5380" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" NA NA NA NA
"SV5381" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV5382" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporales_fam_Incertae_sedis" NA NA
"SV5383" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5384" "k__Fungi" NA NA NA NA NA NA
"SV5385" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__riverlandense"
"SV5386" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" NA NA
"SV5387" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5388" "k__Fungi" NA NA NA NA NA NA
"SV5389" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5390" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5391" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5392" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5393" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5394" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" NA NA
"SV5395" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Caliciales" "f__Physciaceae" NA NA
"SV5396" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Kondoaceae" "g__Kondoa" NA
"SV5397" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5398" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5399" "k__Fungi" NA NA NA NA NA NA
"SV5400" "k__Fungi" NA NA NA NA NA NA
"SV5401" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5402" "k__Fungi" NA NA NA NA NA NA
"SV5403" "k__Fungi" NA NA NA NA NA NA
"SV5404" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Xenochalara" NA
"SV5405" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV5406" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5407" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" NA NA
"SV5408" "k__Fungi" NA NA NA NA NA NA
"SV5409" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5410" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" "g__Chaetosphaeria" NA
"SV5411" "k__Fungi" NA NA NA NA NA NA
"SV5412" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" NA NA NA
"SV5413" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Campanophyllum" "s__proboscideum"
"SV5414" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiaceae" "g__Rhizophydium" NA
"SV5415" "k__Fungi" NA NA NA NA NA NA
"SV5416" "k__Fungi" NA NA NA NA NA NA
"SV5417" "k__Fungi" NA NA NA NA NA NA
"SV5418" "k__Fungi" NA NA NA NA NA NA
"SV5419" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Tricholomataceae" "g__Calyptella" "s__capula"
"SV5420" "k__Fungi" NA NA NA NA NA NA
"SV5421" "k__Fungi" NA NA NA NA NA NA
"SV5422" "k__Fungi" NA NA NA NA NA NA
"SV5423" "k__Fungi" NA NA NA NA NA NA
"SV5424" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Myriangiales" "f__Myriangiaceae" NA NA
"SV5425" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV5426" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Ascocoryne" "s__sarcoides"
"SV5427" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Amphisphaeriaceae" NA NA
"SV5428" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Exobasidiaceae" "g__Exobasidium" NA
"SV5429" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5430" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5431" "k__Fungi" NA NA NA NA NA NA
"SV5432" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5433" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" NA NA
"SV5434" "k__Fungi" NA NA NA NA NA NA
"SV5435" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" NA NA
"SV5436" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" NA
"SV5437" "k__Fungi" NA NA NA NA NA NA
"SV5438" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__alternatum"
"SV5439" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV5440" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Hymenochaetales_fam_Incertae_sedis" "g__Peniophorella" "s__praetermissa"
"SV5441" "k__Fungi" NA NA NA NA NA NA
"SV5442" "k__Fungi" NA NA NA NA NA NA
"SV5443" "k__Fungi" NA NA NA NA NA NA
"SV5444" "k__Fungi" NA NA NA NA NA NA
"SV5445" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV5446" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusicolla" NA
"SV5447" "k__Fungi" NA NA NA NA NA NA
"SV5448" "k__Fungi" NA NA NA NA NA NA
"SV5449" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriaceae" "g__Arthrophiala" "s__arthrospora"
"SV5450" "k__Fungi" NA NA NA NA NA NA
"SV5451" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Dactylella" NA
"SV5452" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" NA NA NA NA
"SV5453" "k__Fungi" NA NA NA NA NA NA
"SV5454" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" NA NA NA
"SV5455" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Articulospora" NA
"SV5456" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Rhinocladiella" NA
"SV5457" "k__Fungi" NA NA NA NA NA NA
"SV5458" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Cyphellaceae" "g__Rectipilus" NA
"SV5459" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariomycetes_ord_Incertae_sedis" "f__Sordariomycetes_fam_Incertae_sedis" "g__Lentomitella" NA
"SV5460" "k__Fungi" NA NA NA NA NA NA
"SV5461" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5462" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" NA NA NA
"SV5463" "k__Fungi" NA NA NA NA NA NA
"SV5464" "k__Fungi" NA NA NA NA NA NA
"SV5465" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Cyberlindnera" "s__jadinii"
"SV5466" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5467" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV5468" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV5469" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" NA NA NA
"SV5470" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5471" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" NA
"SV5472" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5473" "k__Fungi" NA NA NA NA NA NA
"SV5474" "k__Fungi" NA NA NA NA NA NA
"SV5475" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" NA
"SV5476" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Serendipitaceae" NA NA
"SV5477" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5478" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" NA NA NA
"SV5479" "k__Fungi" "p__Mucoromycota" "c__Mucoromycetes" "o__Mucorales" "f__Mucoraceae" "g__Mucor" "s__genevensis"
"SV5480" "k__Fungi" NA NA NA NA NA NA
"SV5481" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5482" "k__Fungi" NA NA NA NA NA NA
"SV5483" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5484" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5485" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Arachnopeziza" NA
"SV5486" "k__Fungi" NA NA NA NA NA NA
"SV5487" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" NA NA
"SV5488" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleomassariaceae" NA NA
"SV5489" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" NA NA NA
"SV5490" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5491" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Cylindrocladiella" NA
"SV5492" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Brycekendrickomyces" "s__acaciae"
"SV5493" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" NA NA
"SV5494" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Derxomyces" NA
"SV5495" "k__Fungi" NA NA NA NA NA NA
"SV5496" "k__Fungi" NA NA NA NA NA NA
"SV5497" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5498" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Lachnum" NA
"SV5499" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" NA NA NA NA
"SV5500" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__sessilis"
"SV5501" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Plectosphaerella" NA
"SV5502" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Sclerotiniaceae" NA NA
"SV5503" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" NA NA NA
"SV5504" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" NA
"SV5505" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Pilocarpaceae" "g__Fellhanera" "s__bouteillei"
"SV5506" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Arthoniales" "f__Chrysotrichaceae" "g__Chrysothrix" NA
"SV5507" "k__Fungi" NA NA NA NA NA NA
"SV5508" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV5509" "k__Fungi" NA NA NA NA NA NA
"SV5510" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" NA NA NA
"SV5511" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5512" "k__Fungi" NA NA NA NA NA NA
"SV5513" "k__Fungi" NA NA NA NA NA NA
"SV5514" "k__Fungi" NA NA NA NA NA NA
"SV5515" "k__Fungi" NA NA NA NA NA NA
"SV5516" "k__Fungi" NA NA NA NA NA NA
"SV5517" "k__Fungi" NA NA NA NA NA NA
"SV5518" "k__Fungi" NA NA NA NA NA NA
"SV5519" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__sphaerospermum"
"SV5520" "k__Fungi" NA NA NA NA NA NA
"SV5521" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Cucurbitariaceae" "g__Pyrenochaeta" NA
"SV5522" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5523" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5524" "k__Fungi" NA NA NA NA NA NA
"SV5525" "k__Fungi" NA NA NA NA NA NA
"SV5526" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__sessilis"
"SV5527" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Australiascaceae" "g__Australiasca" "s__queenslandica"
"SV5528" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5529" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS05" NA NA NA
"SV5530" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Microascales" NA NA NA
"SV5531" "k__Fungi" NA NA NA NA NA NA
"SV5532" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5533" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV5534" "k__Fungi" NA NA NA NA NA NA
"SV5535" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" NA NA
"SV5536" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariales_fam_Incertae_sedis" "g__Fusidium" NA
"SV5537" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5538" "k__Fungi" NA NA NA NA NA NA
"SV5539" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Auriculariales" NA NA NA
"SV5540" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5541" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Chaetosphaeriales" "f__Chaetosphaeriaceae" NA NA
"SV5542" "k__Fungi" NA NA NA NA NA NA
"SV5543" "k__Fungi" NA NA NA NA NA NA
"SV5544" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5545" "k__Fungi" "p__Basidiomycota" NA NA NA NA NA
"SV5546" "k__Fungi" NA NA NA NA NA NA
"SV5547" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Venturiaceae" NA NA
"SV5548" "k__Fungi" NA NA NA NA NA NA
"SV5549" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5550" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV5551" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" NA NA
"SV5552" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" NA NA
"SV5553" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" NA NA NA NA
"SV5554" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" NA
"SV5555" "k__Fungi" NA NA NA NA NA NA
"SV5556" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Thelonectria" "s__pinea"
"SV5557" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Leptosphaeriaceae" "g__Plenodomus" "s__biglobosus"
"SV5558" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" NA NA NA
"SV5559" "k__Fungi" NA NA NA NA NA NA
"SV5560" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" NA NA NA NA
"SV5561" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" NA NA
"SV5562" "k__Fungi" NA NA NA NA NA NA
"SV5563" "k__Fungi" NA NA NA NA NA NA
"SV5564" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5565" "k__Fungi" NA NA NA NA NA NA
"SV5566" "k__Fungi" "p__Zoopagomycota" NA NA NA NA NA
"SV5567" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5568" "k__Fungi" NA NA NA NA NA NA
"SV5569" "k__Fungi" NA NA NA NA NA NA
"SV5570" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycodaceae" "g__Hanseniaspora" "s__uvarum"
"SV5571" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV5572" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS12" NA NA NA
"SV5573" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" NA NA
"SV5574" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryomycetes_ord_Incertae_sedis" "f__Chrysozymaceae" NA NA
"SV5575" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Metarhizium" "s__anisopliae"
"SV5576" "k__Fungi" "p__Rozellomycota" NA NA NA NA NA
"SV5577" "k__Fungi" "p__Monoblepharomycota" "c__Monoblepharidomycetes" NA NA NA NA
"SV5578" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS11" NA NA NA
"SV5579" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leotiaceae" "g__Alatospora" "s__acuminata"
"SV5580" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV5581" "k__Fungi" NA NA NA NA NA NA
"SV5582" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Stachybotryaceae" "g__Paramyrothecium" "s__foliicola"
"SV5583" "k__Fungi" NA NA NA NA NA NA
"SV5584" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV5585" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch03" NA NA NA
"SV5586" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" "g__Cercophora" "s__atropurpurea"
"SV5587" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Leotiaceae" "g__Gorgomyces" NA
"SV5588" "k__Fungi" NA NA NA NA NA NA
"SV5589" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV5590" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Venturiales" "f__Sympoventuriaceae" "g__Ochroconis" NA
"SV5591" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5592" "k__Fungi" NA NA NA NA NA NA
"SV5593" "k__Fungi" "p__Ascomycota" "c__Arthoniomycetes" "o__Lichenostigmatales" "f__Phaeococcomycetaceae" "g__Phaeococcomyces" NA
"SV5594" "k__Fungi" NA NA NA NA NA NA
"SV5595" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Caliciales" "f__Physciaceae" NA NA
"SV5596" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiales_fam_Incertae_sedis" "g__Lareunionomyces" "s__syzygii"
"SV5597" "k__Fungi" NA NA NA NA NA NA
"SV5598" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5599" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" NA
"SV5600" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" NA NA
"SV5601" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS10" NA NA NA
"SV5602" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5603" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Dioszegia" NA
"SV5604" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV5605" "k__Fungi" "p__Kickxellomycota" "c__Kickxellomycetes" "o__Kickxellales" "f__Kickxellaceae" "g__Ramicandelaber" NA
"SV5606" "k__Fungi" "p__Basidiomycota" "c__Dacrymycetes" "o__Dacrymycetales" "f__Dacrymycetaceae" "g__Dacrymyces" "s__minor"
"SV5607" "k__Fungi" NA NA NA NA NA NA
"SV5608" "k__Fungi" NA NA NA NA NA NA
"SV5609" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV5610" "k__Fungi" NA NA NA NA NA NA
"SV5611" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Russulales" NA NA NA
"SV5612" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Corticiales" "f__Corticiaceae" "g__Corticium" NA
"SV5613" "k__Fungi" NA NA NA NA NA NA
"SV5614" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" NA NA NA NA
"SV5615" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetaceae" "g__Vanderwaltozyma" NA
"SV5616" "k__Fungi" "p__Blastocladiomycota" "c__Blastocladiomycetes" "o__Blastocladiales" NA NA NA
"SV5617" "k__Fungi" NA NA NA NA NA NA
"SV5618" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiales_fam_Incertae_sedis" "g__Sakaguchia" NA
"SV5619" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" NA NA NA NA
"SV5620" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Trimorphomycetaceae" "g__Saitozyma" "s__podzolica"
"SV5621" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Trechisporales" "f__Hydnodontaceae" "g__Trechispora" NA
"SV5622" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Dothideales" "f__Aureobasidiaceae" "g__Aureobasidium" "s__thailandense"
"SV5623" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Volutella" "s__consors"
"SV5624" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Rhytismatales" "f__Rhytismataceae" "g__Coccomyces" "s__lauraceus"
"SV5625" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" NA NA NA NA
"SV5626" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Hymenochaetales" "f__Schizoporaceae" "g__Schizopora" "s__flavipora"
"SV5627" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV5628" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV5629" "k__Fungi" NA NA NA NA NA NA
"SV5630" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Meruliaceae" "g__Hyphodermella" NA
"SV5631" "k__Fungi" NA NA NA NA NA NA
"SV5632" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Lecanorales" "f__Pilocarpaceae" "g__Fellhanera" "s__bouteillei"
"SV5633" "k__Fungi" NA NA NA NA NA NA
"SV5634" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Valsaceae" "g__Valsa" "s__fabianae"
"SV5635" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" NA NA NA
"SV5636" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV5637" "k__Fungi" NA NA NA NA NA NA
