"V1" "V2" "V3" "V4" "V5" "V6" "V7"
"SV2212" "k__Fungi" NA NA NA NA NA NA
"SV2213" "k__Fungi" NA NA NA NA NA NA
"SV2214" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" "s__argovae"
"SV2215" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" "s__dejongiae"
"SV2216" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Cystobasidiales" "f__Cystobasidiaceae" "g__Cystobasidium" "s__minuta"
"SV2217" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV2218" "k__Fungi" NA NA NA NA NA NA
"SV2219" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" NA NA NA NA
"SV2220" "k__Fungi" NA NA NA NA NA NA
"SV2221" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Teratosphaeriaceae" "g__Devriesia" NA
"SV2222" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" NA
"SV2223" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Microdochium" NA
"SV2224" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Helminthosphaeriaceae" NA NA
"SV2225" "k__Fungi" NA NA NA NA NA NA
"SV2226" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Cerrenaceae" "g__Cerrena" NA
"SV2227" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Cantharellales_fam_Incertae_sedis" "g__Sistotrema" NA
"SV2228" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2229" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Acremonium" "s__curvulum"
"SV2230" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV2231" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2232" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Stomiopeltis" NA
"SV2233" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2234" "k__Fungi" NA NA NA NA NA NA
"SV2235" "k__Fungi" NA NA NA NA NA NA
"SV2236" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" NA NA
"SV2237" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Lecanicillium" NA
"SV2238" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV2239" "k__Fungi" "p__Chytridiomycota" "c__Spizellomycetes" "o__Spizellomycetales" "f__Powellomycetaceae" "g__Powellomyces" NA
"SV2240" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2241" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" "g__Neodevriesia" "s__queenslandica"
"SV2242" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2243" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Entolomataceae" "g__Entoloma" NA
"SV2244" "k__Fungi" NA NA NA NA NA NA
"SV2245" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" NA NA
"SV2246" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV2247" "k__Fungi" NA NA NA NA NA NA
"SV2248" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2249" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" "g__Phaeosphaeria" "s__lunariae"
"SV2250" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__bialowiezense"
"SV2251" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Clavicipitaceae" "g__Conoideocrella" "s__luteorostrata"
"SV2252" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Morosphaeriaceae" "g__Acrocalymma" NA
"SV2253" "k__Fungi" NA NA NA NA NA NA
"SV2254" "k__Fungi" NA NA NA NA NA NA
"SV2255" "k__Fungi" NA NA NA NA NA NA
"SV2256" "k__Fungi" "p__Basidiomycota" "c__Wallemiomycetes" "o__Wallemiales" "f__Wallemiaceae" "g__Wallemia" "s__tropicalis"
"SV2257" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__tephrensis"
"SV2258" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch02" NA NA NA
"SV2259" "k__Fungi" NA NA NA NA NA NA
"SV2260" "k__Fungi" NA NA NA NA NA NA
"SV2261" "k__Fungi" NA NA NA NA NA NA
"SV2262" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Microbotryales" "f__Microbotryaceae" "g__Microbotryum" "s__emodensis"
"SV2263" "k__Fungi" NA NA NA NA NA NA
"SV2264" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Helotiaceae" "g__Tricladium" "s__angustum"
"SV2265" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV2266" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Irpicaceae" "g__Ceriporia" "s__lacerata"
"SV2267" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Bjerkandera" "s__adusta"
"SV2268" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Dissoconiaceae" "g__Ramichloridium" NA
"SV2269" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Veronaea" "s__japonica"
"SV2270" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Tetraplosphaeriaceae" "g__Polyplosphaeria" NA
"SV2271" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__Branch02" NA NA NA
"SV2272" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymosphaeriaceae" NA NA
"SV2273" "k__Fungi" NA NA NA NA NA NA
"SV2274" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Sebacinales" "f__Sebacinaceae" "g__Chaetospermum" "s__artocarpi"
"SV2275" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Rhynchogastremataceae" "g__Papiliotrema" "s__laurentii"
"SV2276" "k__Fungi" NA NA NA NA NA NA
"SV2277" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Teichosporaceae" "g__Teichospora" NA
"SV2278" "k__Fungi" "p__Rozellomycota" "c__Rozellomycotina_cls_Incertae_sedis" "o__GS08" NA NA NA
"SV2279" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2280" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Diaporthales" "f__Diaporthaceae" "g__Diaporthe" NA
"SV2281" "k__Fungi" NA NA NA NA NA NA
"SV2282" "k__Fungi" NA NA NA NA NA NA
"SV2283" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Ophiocordycipitaceae" "g__Tolypocladium" NA
"SV2284" "k__Fungi" NA NA NA NA NA NA
"SV2285" "k__Fungi" NA NA NA NA NA NA
"SV2286" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" "s__miltonrushii"
"SV2287" "k__Fungi" "p__Chytridiomycota" NA NA NA NA NA
"SV2288" "k__Fungi" NA NA NA NA NA NA
"SV2289" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Simplicillium" "s__chinense"
"SV2290" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" NA
"SV2291" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2292" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Exobasidiales" "f__Brachybasidiaceae" "g__Meira" "s__geulakonigii"
"SV2293" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Lecanicillium" NA
"SV2294" "k__Fungi" NA NA NA NA NA NA
"SV2295" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__inflatus"
"SV2296" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Neodevriesiaceae" "g__Neodevriesia" "s__strelitziae"
"SV2297" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2298" "k__Fungi" "p__Basidiomycota" "c__Exobasidiomycetes" "o__Microstromatales" "f__Microstromatales_fam_Incertae_sedis" "g__Jaminaea" NA
"SV2299" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" NA NA NA NA
"SV2300" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__alpina"
"SV2301" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Trichomeriaceae" "g__Brycekendrickomyces" "s__acaciae"
"SV2302" "k__Fungi" NA NA NA NA NA NA
"SV2303" "k__Fungi" NA NA NA NA NA NA
"SV2304" "k__Fungi" NA NA NA NA NA NA
"SV2305" "k__Fungi" NA NA NA NA NA NA
"SV2306" "k__Fungi" "p__Ascomycota" "c__Leotiomycetes" "o__Helotiales" "f__Hyaloscyphaceae" "g__Bactrodesmium" "s__longisporum"
"SV2307" "k__Fungi" "p__Basidiomycota" "c__Agaricostilbomycetes" "o__Agaricostilbales" "f__Chionosphaeraceae" NA NA
"SV2308" "k__Fungi" "p__Glomeromycota" "c__Glomeromycetes" "o__Glomerales" "f__Glomeraceae" "g__Rhizophagus" "s__irregularis"
"SV2309" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2310" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Marasmiaceae" "g__Marasmius" NA
"SV2311" "k__Fungi" NA NA NA NA NA NA
"SV2312" "k__Fungi" NA NA NA NA NA NA
"SV2313" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" "s__malaysiana"
"SV2314" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Morosphaeriaceae" "g__Acrocalymma" NA
"SV2315" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Bjerkandera" "s__adusta"
"SV2316" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiotremataceae" NA NA
"SV2317" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" "s__victoriae"
"SV2318" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Melanommataceae" "g__Fusiconidium" NA
"SV2319" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__bialowiezense"
"SV2320" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" NA NA NA NA
"SV2321" "k__Fungi" NA NA NA NA NA NA
"SV2322" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__cladosporioides"
"SV2323" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Microdochiaceae" "g__Idriella" NA
"SV2324" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Sporocadaceae" "g__Neopestalotiopsis" NA
"SV2325" "k__Fungi" "p__Ascomycota" "c__Pezizomycotina_cls_Incertae_sedis" "o__Pezizomycotina_ord_Incertae_sedis" "f__Pezizomycotina_fam_Incertae_sedis" "g__Ciliophora" NA
"SV2326" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Capnodiaceae" NA NA
"SV2327" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Cantharellales" "f__Tulasnellaceae" NA NA
"SV2328" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Plectosphaerella" NA
"SV2329" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"SV2330" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Cuniculitremaceae" "g__Kockovaella" NA
"SV2331" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Apiosporaceae" "g__Arthrinium" "s__phaeospermum"
"SV2332" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" NA NA NA
"SV2333" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Biatriosporaceae" "g__Biatriospora" NA
"SV2334" "k__Fungi" NA NA NA NA NA NA
"SV2335" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Saccharomycetales_fam_Incertae_sedis" "g__Candida" "s__insectorum"
"SV2336" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Valsariales" "f__Valsariaceae" "g__Valsaria" "s__neotropica"
"SV2337" "k__Fungi" NA NA NA NA NA NA
"SV2338" "k__Fungi" NA NA NA NA NA NA
"SV2339" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Diatrypaceae" "g__Peroneutypa" "s__scoparia"
"SV2340" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__paludigena"
"SV2341" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2342" "k__Fungi" NA NA NA NA NA NA
"SV2343" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV2344" "k__Fungi" NA NA NA NA NA NA
"SV2345" "k__Fungi" NA NA NA NA NA NA
"SV2346" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV2347" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Cladosporiaceae" "g__Cladosporium" "s__tenuissimum"
"SV2348" "k__Fungi" "p__Mortierellomycota" "c__Mortierellomycetes" "o__Mortierellales" "f__Mortierellaceae" "g__Mortierella" "s__elongata"
"SV2349" "k__Fungi" NA NA NA NA NA NA
"SV2350" "k__Fungi" NA NA NA NA NA NA
"SV2351" "k__Fungi" NA NA NA NA NA NA
"SV2352" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2353" "k__Fungi" NA NA NA NA NA NA
"SV2354" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Tubeufiaceae" NA NA
"SV2355" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Magnaporthales" NA NA NA
"SV2356" "k__Fungi" NA NA NA NA NA NA
"SV2357" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Lophiostomataceae" "g__Lophiostoma" "s__corticola"
"SV2358" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2359" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Hypocreales_fam_Incertae_sedis" "g__Sarocladium" NA
"SV2360" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Cylindrocarpon" NA
"SV2361" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2362" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2363" "k__Fungi" NA NA NA NA NA NA
"SV2364" "k__Fungi" NA NA NA NA NA NA
"SV2365" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" NA NA
"SV2366" "k__Fungi" NA NA NA NA NA NA
"SV2367" "k__Fungi" NA NA NA NA NA NA
"SV2368" "k__Fungi" NA NA NA NA NA NA
"SV2369" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__dendrobatidis"
"SV2370" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2371" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Myrmecridiales" "f__Myrmecridiaceae" "g__Myrmecridium" NA
"SV2372" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Chaetothyriales_fam_Incertae_sedis" "g__Strelitziana" "s__malaysiana"
"SV2373" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" NA NA NA
"SV2374" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV2375" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Corynesporascaceae" "g__Corynespora" NA
"SV2376" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2377" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Tetraplosphaeriaceae" NA NA
"SV2378" "k__Fungi" NA NA NA NA NA NA
"SV2379" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2380" "k__Fungi" NA NA NA NA NA NA
"SV2381" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2382" "k__Fungi" NA NA NA NA NA NA
"SV2383" "k__Fungi" NA NA NA NA NA NA
"SV2384" "k__Fungi" NA NA NA NA NA NA
"SV2385" "k__Fungi" "p__Ascomycota" "c__Orbiliomycetes" "o__Orbiliales" "f__Orbiliaceae" "g__Hyalorbilia" "s__juliae"
"SV2386" "k__Fungi" "p__Entomophthoromycota" "c__Entomophthoromycetes" "o__Entomophthorales" "f__Entomophthoraceae" "g__Zoophthora" "s__radicans"
"SV2387" "k__Fungi" NA NA NA NA NA NA
"SV2388" "k__Fungi" NA NA NA NA NA NA
"SV2389" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2390" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Xylariales" "f__Xylariaceae" "g__Zygosporium" NA
"SV2391" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Phanerochaetaceae" "g__Bjerkandera" NA
"SV2392" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Thyridariaceae" "g__Roussoella" NA
"SV2393" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__sessilis"
"SV2394" "k__Fungi" NA NA NA NA NA NA
"SV2395" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Hyphodermataceae" "g__Hyphoderma" "s__setigerum"
"SV2396" "k__Fungi" NA NA NA NA NA NA
"SV2397" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__globosa"
"SV2398" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__salamandrivorans"
"SV2399" "k__Fungi" NA NA NA NA NA NA
"SV2400" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Mycosphaerellaceae" "g__Pseudocercospora" NA
"SV2401" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Sordariales" "f__Lasiosphaeriaceae" NA NA
"SV2402" "k__Fungi" NA NA NA NA NA NA
"SV2403" "k__Fungi" NA NA NA NA NA NA
"SV2404" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" NA
"SV2405" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Phaeosphaeriaceae" NA NA
"SV2406" "k__Fungi" NA NA NA NA NA NA
"SV2407" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Polyporales" "f__Polyporaceae" "g__Lentinus" "s__arcularius"
"SV2408" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Cordycipitaceae" "g__Cordyceps" "s__brongniartii"
"SV2409" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__dairenensis"
"SV2410" "k__Fungi" "p__Ascomycota" "c__Lecanoromycetes" "o__Ostropales" "f__Stictidaceae" "g__Neofitzroyomyces" "s__nerii"
"SV2411" "k__Fungi" NA NA NA NA NA NA
"SV2412" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Psathyrellaceae" "g__Coprinellus" NA
"SV2413" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Wiesneriomycetaceae" "g__Spissiomyces" NA
"SV2414" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Didymellaceae" "g__Ascochyta" "s__manawaorae"
"SV2415" "k__Fungi" "p__Ascomycota" NA NA NA NA NA
"SV2416" "k__Fungi" "p__Ascomycota" "c__Saccharomycetes" "o__Saccharomycetales" "f__Phaffomycetaceae" "g__Cyberlindnera" "s__jadinii"
"SV2417" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" "g__Ulocladium" "s__chartarum"
"SV2418" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Tremellaceae" "g__Bulleromyces" "s__albus"
"SV2419" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" "f__Typhulaceae" "g__Typhula" "s__micans"
"SV2420" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Nectriaceae" "g__Fusarium" "s__biseptatum"
"SV2421" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Pleosporaceae" NA NA
"SV2422" "k__Fungi" "p__Basidiomycota" "c__Microbotryomycetes" "o__Sporidiobolales" "f__Sporidiobolaceae" "g__Rhodotorula" "s__taiwanensis"
"SV2423" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" NA
"SV2424" "k__Fungi" "p__Aphelidiomycota" "c__Aphelidiomycetes" "o__GS16" NA NA NA
"SV2425" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Tubeufiales" "f__Wiesneriomycetaceae" "g__Wiesneriomyces" "s__laurinus"
"SV2426" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" NA NA NA
"SV2427" "k__Fungi" NA NA NA NA NA NA
"SV2428" "k__Fungi" "p__Chytridiomycota" "c__Rhizophydiomycetes" "o__Rhizophydiales" "f__Rhizophydiales_fam_Incertae_sedis" "g__Batrachochytrium" "s__dendrobatidis"
"SV2429" "k__Fungi" NA NA NA NA NA NA
"SV2430" "k__Fungi" NA NA NA NA NA NA
"SV2431" "k__Fungi" NA NA NA NA NA NA
"SV2432" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Hypocreales" "f__Bionectriaceae" "g__Geosmithia" NA
"SV2433" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Capnodiales" "f__Dissoconiaceae" "g__Uwebraunia" "s__dekkeri"
"SV2434" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Aspergillus" "s__unguis"
"SV2435" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Cyphellophoraceae" "g__Cyphellophora" "s__sessilis"
"SV2436" "k__Fungi" "p__Basidiomycota" "c__Malasseziomycetes" "o__Malasseziales" "f__Malasseziaceae" "g__Malassezia" "s__restricta"
"SV2437" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Chaetothyriales" "f__Herpotrichiellaceae" "g__Exophiala" "s__bonariae"
"SV2438" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" "f__Bambusicolaceae" NA NA
"SV2439" "k__Fungi" "p__Ascomycota" "c__Eurotiomycetes" "o__Eurotiales" "f__Aspergillaceae" "g__Penicillium" "s__adametzioides"
"SV2440" "k__Fungi" "p__Basidiomycota" "c__Agaricomycetes" "o__Agaricales" NA NA NA
"SV2441" "k__Fungi" "p__Basidiomycota" "c__Tremellomycetes" "o__Tremellales" "f__Bulleribasidiaceae" "g__Vishniacozyma" NA
"SV2442" "k__Fungi" "p__Basidiomycota" "c__Cystobasidiomycetes" "o__Erythrobasidiales" "f__Erythrobasidiales_fam_Incertae_sedis" "g__Sakaguchia" "s__oryzae"
"SV2443" "k__Fungi" "p__Ascomycota" "c__Dothideomycetes" "o__Pleosporales" NA NA NA
"SV2444" "k__Fungi" NA NA NA NA NA NA
"SV2445" "k__Fungi" "p__Ascomycota" "c__Sordariomycetes" "o__Glomerellales" "f__Plectosphaerellaceae" "g__Verticillium" "s__albo-atrum"
